2022-01-13 11:25:04.441665,100,52.95.113.144,443,SSL,0,syn
2022-01-13 11:25:34.445365,100,52.95.113.144,443,SSL,30003,syn
2022-01-13 11:25:56.360639,99,34.200.54.68,443,SSL,0,syn
2022-01-13 11:25:56.565362,66,34.200.54.68,443,TCP,204,ack
2022-01-13 11:26:04.449092,100,52.95.113.144,443,SSL,30003,syn
2022-01-13 11:26:34.452756,100,52.95.113.144,443,SSL,30003,syn
2022-01-13 11:27:04.456678,100,52.95.113.144,443,SSL,30003,syn
2022-01-13 11:27:27.400083,99,34.200.54.68,443,SSL,90834,syn
2022-01-13 11:27:27.599329,66,34.200.54.68,443,TCP,199,ack
2022-01-13 11:27:28.936659,74,52.220.119.30,443,TCP,0,retransmit
2022-01-13 11:27:29.241472,66,52.220.119.30,443,TCP,304,ack
2022-01-13 11:27:29.241472,501,52.220.119.30,443,SSL,0,handshake
2022-01-13 11:27:29.551550,66,52.220.119.30,443,TCP,310,ack
2022-01-13 11:27:29.551550,66,52.220.119.30,443,TCP,0,ack
2022-01-13 11:27:29.551550,66,52.220.119.30,443,TCP,0,ack
2022-01-13 11:27:29.551550,66,52.220.119.30,443,TCP,0,ack
2022-01-13 11:27:29.551550,66,52.220.119.30,443,TCP,0,ack
2022-01-13 11:27:29.551550,66,52.220.119.30,443,TCP,0,ack
2022-01-13 11:27:29.551550,66,52.220.119.30,443,TCP,0,ack
2022-01-13 11:27:29.587312,141,52.220.119.30,443,SSL,35,handshake
2022-01-13 11:27:29.587466,72,52.220.119.30,443,SSL,0,handshake
2022-01-13 11:27:29.587766,111,52.220.119.30,443,SSL,0,handshake
2022-01-13 11:27:29.862536,66,52.220.119.30,443,TCP,274,ack
2022-01-13 11:27:29.862536,66,52.220.119.30,443,TCP,0,ack
2022-01-13 11:27:29.862536,66,52.220.119.30,443,TCP,0,ack
2022-01-13 11:27:29.862536,322,52.220.119.30,443,SSL,0,illegitimate_packet
2022-01-13 11:27:30.173569,66,52.220.119.30,443,TCP,311,ack
2022-01-13 11:27:30.173569,66,52.220.119.30,443,TCP,0,ack
2022-01-13 11:27:30.467480,66,52.220.119.30,443,TCP,293,ack
2022-01-13 11:27:34.463143,100,52.95.113.144,443,SSL,30006,syn
2022-01-13 11:27:36.823802,298,52.95.113.144,443,SSL,2360,illegitimate_packet
2022-01-13 11:27:37.126287,54,52.95.113.144,443,TCP,302,ack
2022-01-13 11:28:04.464578,54,52.95.113.144,443,TCP,27338,ack
2022-01-13 11:28:04.464578,100,52.95.113.144,443,SSL,0,syn
2022-01-13 11:28:34.477665,100,52.95.113.144,443,SSL,30013,syn
2022-01-13 11:28:58.353679,99,34.200.54.68,443,SSL,90754,syn
2022-01-13 11:28:58.532984,66,34.200.54.68,443,TCP,179,ack
2022-01-13 11:29:04.478414,100,52.95.113.144,443,SSL,30000,syn
2022-01-13 11:29:34.475970,100,52.95.113.144,443,SSL,29997,syn
2022-01-13 11:30:04.480044,100,52.95.113.144,443,SSL,30004,syn
2022-01-13 11:30:29.363758,99,34.200.54.68,443,SSL,90830,syn
2022-01-13 11:30:29.570240,66,34.200.54.68,443,TCP,206,ack
2022-01-13 11:30:34.483597,100,52.95.113.144,443,SSL,30003,syn
2022-01-13 11:31:04.487608,100,52.95.113.144,443,SSL,30004,syn
2022-01-13 11:31:34.517878,100,52.95.113.144,443,SSL,30030,syn
2022-01-13 11:31:40.859413,74,44.198.224.47,443,TCP,0,retransmit
2022-01-13 11:31:41.046160,66,44.198.224.47,443,TCP,186,ack
2022-01-13 11:31:41.046788,498,44.198.224.47,443,SSL,0,handshake
2022-01-13 11:31:41.250342,66,44.198.224.47,443,TCP,203,ack
2022-01-13 11:31:41.250943,66,44.198.224.47,443,TCP,0,ack
2022-01-13 11:31:41.252227,66,44.198.224.47,443,TCP,1,ack
2022-01-13 11:31:41.252786,66,44.198.224.47,443,TCP,0,ack
2022-01-13 11:31:41.253195,66,44.198.224.47,443,TCP,0,ack
2022-01-13 11:31:41.253414,66,44.198.224.47,443,TCP,0,ack
2022-01-13 11:31:41.254237,66,44.198.224.47,443,TCP,0,ack
2022-01-13 11:31:41.356637,141,44.198.224.47,443,SSL,102,handshake
2022-01-13 11:31:41.356637,72,44.198.224.47,443,SSL,0,handshake
2022-01-13 11:31:41.356637,111,44.198.224.47,443,SSL,0,handshake
2022-01-13 11:31:41.566904,66,44.198.224.47,443,TCP,210,ack
2022-01-13 11:31:41.566904,66,44.198.224.47,443,TCP,0,ack
2022-01-13 11:31:41.567092,66,44.198.224.47,443,TCP,0,ack
2022-01-13 11:31:41.567092,365,44.198.224.47,443,SSL,0,illegitimate_packet
2022-01-13 11:31:41.573167,1475,44.198.224.47,443,SSL,6,illegitimate_packet
2022-01-13 11:31:41.573167,1475,44.198.224.47,443,SSL,0,illegitimate_packet
2022-01-13 11:31:41.573167,1396,44.198.224.47,443,SSL,0,illegitimate_packet
2022-01-13 11:31:41.573167,1475,44.198.224.47,443,SSL,0,illegitimate_packet
2022-01-13 11:31:41.573167,1475,44.198.224.47,443,SSL,0,illegitimate_packet
