2022-01-13 11:41:04.462378,100,52.95.113.144,443,SSL,0,syn
2022-01-13 11:41:06.412496,99,34.200.54.68,443,SSL,0,syn
2022-01-13 11:41:06.612926,66,34.200.54.68,443,TCP,200,ack
2022-01-13 11:41:34.466663,100,52.95.113.144,443,SSL,30004,syn
2022-01-13 11:42:04.483519,100,52.95.113.144,443,SSL,30016,syn
2022-01-13 11:42:32.325777,74,3.68.161.153,443,TCP,0,retransmit
2022-01-13 11:42:32.426376,66,3.68.161.153,443,TCP,100,ack
2022-01-13 11:42:32.427627,501,3.68.161.153,443,SSL,1,handshake
2022-01-13 11:42:32.541387,66,3.68.161.153,443,TCP,113,ack
2022-01-13 11:42:32.541387,66,3.68.161.153,443,TCP,0,ack
2022-01-13 11:42:32.541387,66,3.68.161.153,443,TCP,0,ack
2022-01-13 11:42:32.545708,66,3.68.161.153,443,TCP,4,ack
2022-01-13 11:42:32.545708,66,3.68.161.153,443,TCP,0,ack
2022-01-13 11:42:32.545708,66,3.68.161.153,443,TCP,0,ack
2022-01-13 11:42:32.545708,66,3.68.161.153,443,TCP,0,ack
2022-01-13 11:42:32.545708,66,3.68.161.153,443,TCP,0,ack
2022-01-13 11:42:32.651173,141,3.68.161.153,443,SSL,105,handshake
2022-01-13 11:42:32.651173,72,3.68.161.153,443,SSL,0,handshake
2022-01-13 11:42:32.651173,111,3.68.161.153,443,SSL,0,handshake
2022-01-13 11:42:32.733640,66,3.68.161.153,443,TCP,82,ack
2022-01-13 11:42:32.733640,66,3.68.161.153,443,TCP,0,ack
2022-01-13 11:42:32.734009,322,3.68.161.153,443,SSL,0,illegitimate_packet
2022-01-13 11:42:32.835972,66,3.68.161.153,443,TCP,101,ack
2022-01-13 11:42:32.836430,66,3.68.161.153,443,TCP,0,ack
2022-01-13 11:42:32.945835,66,3.68.161.153,443,TCP,109,ack
2022-01-13 11:42:34.474217,100,52.95.113.144,443,SSL,29990,syn
2022-01-13 11:42:37.373909,99,34.200.54.68,443,SSL,90760,syn
2022-01-13 11:42:37.551220,298,52.95.113.144,443,SSL,3077,illegitimate_packet
2022-01-13 11:42:37.551220,66,34.200.54.68,443,TCP,177,ack
2022-01-13 11:42:37.788363,54,52.95.113.144,443,TCP,237,ack
2022-01-13 11:43:04.482843,54,52.95.113.144,443,TCP,26694,ack
2022-01-13 11:43:04.482843,100,52.95.113.144,443,SSL,0,syn
2022-01-13 11:43:34.482225,100,52.95.113.144,443,SSL,29999,syn
2022-01-13 11:44:04.486319,100,52.95.113.144,443,SSL,30004,syn
2022-01-13 11:44:08.385918,99,34.200.54.68,443,SSL,90834,syn
2022-01-13 11:44:08.584648,66,34.200.54.68,443,TCP,198,ack
2022-01-13 11:44:34.490477,100,52.95.113.144,443,SSL,30004,syn
2022-01-13 11:45:04.502611,100,52.95.113.144,443,SSL,30012,syn
2022-01-13 11:45:34.504939,100,52.95.113.144,443,SSL,30002,syn
2022-01-13 11:45:39.416397,99,34.200.54.68,443,SSL,90831,syn
2022-01-13 11:45:39.617110,66,34.200.54.68,443,TCP,200,ack
2022-01-13 11:46:04.505879,100,52.95.113.144,443,SSL,30000,syn
2022-01-13 11:46:10.481893,54,52.95.113.144,443,TCP,5976,ack
2022-01-13 11:46:34.515933,54,52.95.113.144,443,TCP,24034,ack
2022-01-13 11:46:34.515933,100,52.95.113.144,443,SSL,0,syn
2022-01-13 11:47:04.509014,100,52.95.113.144,443,SSL,29993,syn
2022-01-13 11:47:10.382922,99,34.200.54.68,443,SSL,90765,syn
2022-01-13 11:47:10.467361,85,52.95.113.144,443,SSL,5958,handshake
2022-01-13 11:47:10.468626,54,52.95.113.144,443,TCP,1,ack
2022-01-13 11:47:10.558479,66,34.200.54.68,443,TCP,175,ack
2022-01-13 11:47:10.653787,74,52.95.113.144,443,TCP,0,retransmit
2022-01-13 11:47:10.858635,54,52.95.113.144,443,TCP,204,ack
2022-01-13 11:47:10.858854,268,52.95.113.144,443,SSL,0,handshake
2022-01-13 11:47:11.062942,54,52.95.113.144,443,TCP,204,ack
2022-01-13 11:47:11.063675,54,52.95.113.144,443,TCP,0,ack
2022-01-13 11:47:11.064337,54,52.95.113.144,443,TCP,0,ack
2022-01-13 11:47:11.064943,54,52.95.113.144,443,TCP,0,ack
2022-01-13 11:47:11.065458,54,52.95.113.144,443,TCP,0,ack
2022-01-13 11:47:11.066413,66,52.95.113.144,443,TCP,0,ack
