2022-01-13 10:52:20.059684,74,54.80.61.15,80,TCP,0,retransmit
2022-01-13 10:52:20.087897,74,34.200.54.68,443,TCP,0,retransmit
2022-01-13 10:52:20.262491,66,54.80.61.15,80,TCP,202,ack
2022-01-13 10:52:20.263223,231,54.80.61.15,80,HTTP,0,http_request
2022-01-13 10:52:20.263223,66,34.200.54.68,443,TCP,175,ack
2022-01-13 10:52:20.264061,257,34.200.54.68,443,SSL,0,handshake
2022-01-13 10:52:20.468396,66,54.80.61.15,80,TCP,205,ack
2022-01-13 10:52:20.469075,66,54.80.61.15,80,TCP,0,ack
2022-01-13 10:52:20.469755,66,34.200.54.68,443,TCP,205,ack
2022-01-13 10:52:20.488503,66,34.200.54.68,443,TCP,18,ack
2022-01-13 10:52:20.488503,66,34.200.54.68,443,TCP,0,ack
2022-01-13 10:52:20.488503,66,34.200.54.68,443,TCP,0,ack
2022-01-13 10:52:20.508034,74,34.198.172.142,80,TCP,0,retransmit
2022-01-13 10:52:20.609221,192,34.200.54.68,443,SSL,120,handshake
2022-01-13 10:52:20.680309,74,209.54.180.44,443,TCP,0,retransmit
2022-01-13 10:52:20.680309,66,34.198.172.142,80,TCP,172,ack
2022-01-13 10:52:20.680309,333,34.198.172.142,80,HTTP,0,http_request
2022-01-13 10:52:20.680309,74,23.21.159.126,443,TCP,0,retransmit
2022-01-13 10:52:20.680309,74,209.54.180.44,443,TCP,0,retransmit
2022-01-13 10:52:20.774463,66,34.200.54.68,443,TCP,165,ack
2022-01-13 10:52:20.775670,270,34.200.54.68,443,SSL,1,illegitimate_packet
2022-01-13 10:52:20.879684,54,209.54.180.44,443,TCP,199,ack
2022-01-13 10:52:20.879684,54,209.54.180.44,443,TCP,199,ack
2022-01-13 10:52:20.880087,66,23.21.159.126,443,TCP,199,ack
2022-01-13 10:52:20.880087,66,34.198.172.142,80,TCP,199,ack
2022-01-13 10:52:20.880087,66,34.198.172.142,80,TCP,0,ack
2022-01-13 10:52:20.880087,470,209.54.180.44,443,SSL,0,handshake
2022-01-13 10:52:20.880087,501,23.21.159.126,443,SSL,0,handshake
2022-01-13 10:52:20.880974,470,209.54.180.44,443,SSL,1,handshake
2022-01-13 10:52:21.016561,66,34.200.54.68,443,TCP,240,ack
2022-01-13 10:52:21.108541,54,209.54.180.44,443,TCP,228,ack
2022-01-13 10:52:21.108541,54,209.54.180.44,443,TCP,0,ack
2022-01-13 10:52:21.108541,54,209.54.180.44,443,TCP,0,ack
2022-01-13 10:52:21.108541,54,209.54.180.44,443,TCP,0,ack
2022-01-13 10:52:21.108541,66,23.21.159.126,443,TCP,228,ack
2022-01-13 10:52:21.108541,66,23.21.159.126,443,TCP,0,ack
2022-01-13 10:52:21.108541,66,23.21.159.126,443,TCP,0,ack
2022-01-13 10:52:21.108541,66,23.21.159.126,443,TCP,0,ack
2022-01-13 10:52:21.108541,66,23.21.159.126,443,TCP,0,ack
2022-01-13 10:52:21.108541,66,23.21.159.126,443,TCP,0,ack
2022-01-13 10:52:21.108541,54,209.54.180.44,443,TCP,227,ack
2022-01-13 10:52:21.108541,54,209.54.180.44,443,TCP,0,ack
2022-01-13 10:52:21.108541,54,209.54.180.44,443,TCP,0,ack
2022-01-13 10:52:21.108541,54,209.54.180.44,443,TCP,0,ack
2022-01-13 10:52:21.108541,66,23.21.159.126,443,TCP,0,ack
2022-01-13 10:52:21.108541,66,23.21.159.126,443,TCP,0,ack
2022-01-13 10:52:21.125111,129,209.54.180.44,443,SSL,16,handshake
2022-01-13 10:52:21.125340,60,209.54.180.44,443,SSL,0,handshake
2022-01-13 10:52:21.125574,99,209.54.180.44,443,SSL,0,handshake
2022-01-13 10:52:21.126831,141,23.21.159.126,443,SSL,18,handshake
2022-01-13 10:52:21.127146,72,23.21.159.126,443,SSL,0,handshake
2022-01-13 10:52:21.127330,111,23.21.159.126,443,SSL,0,handshake
2022-01-13 10:52:21.187999,129,209.54.180.44,443,SSL,79,handshake
2022-01-13 10:52:21.187999,60,209.54.180.44,443,SSL,0,handshake
2022-01-13 10:52:21.187999,99,209.54.180.44,443,SSL,0,handshake
2022-01-13 10:52:21.288296,54,209.54.180.44,443,TCP,162,ack
2022-01-13 10:52:21.288296,66,23.21.159.126,443,TCP,160,ack
2022-01-13 10:52:21.288296,66,23.21.159.126,443,TCP,0,ack
2022-01-13 10:52:21.288296,305,209.54.180.44,443,SSL,0,illegitimate_packet
2022-01-13 10:52:21.288296,322,23.21.159.126,443,SSL,0,illegitimate_packet
2022-01-13 10:52:21.288296,594,209.54.180.44,443,SSL,0,illegitimate_packet
2022-01-13 10:52:21.388612,54,209.54.180.44,443,TCP,200,ack
2022-01-13 10:52:21.389503,305,209.54.180.44,443,SSL,0,illegitimate_packet
2022-01-13 10:52:21.390265,594,209.54.180.44,443,SSL,0,illegitimate_packet
2022-01-13 10:52:21.491718,66,23.21.159.126,443,TCP,203,ack
2022-01-13 10:52:21.491997,66,23.21.159.126,443,TCP,0,ack
2022-01-13 10:52:21.493145,54,209.54.180.44,443,TCP,204,ack
2022-01-13 10:52:21.619854,74,209.54.180.44,443,TCP,0,retransmit
2022-01-13 10:52:21.619854,54,209.54.180.44,443,TCP,229,ack
2022-01-13 10:52:21.695715,66,23.21.159.126,443,TCP,203,ack
2022-01-13 10:52:21.800556,54,209.54.180.44,443,TCP,180,ack
2022-01-13 10:52:21.802321,470,209.54.180.44,443,SSL,1,handshake
2022-01-13 10:52:22.003036,54,209.54.180.44,443,TCP,200,ack
2022-01-13 10:52:22.003926,54,209.54.180.44,443,TCP,0,ack
2022-01-13 10:52:22.003926,54,209.54.180.44,443,TCP,0,ack
2022-01-13 10:52:22.004139,54,209.54.180.44,443,TCP,0,ack
2022-01-13 10:52:22.047099,129,209.54.180.44,443,SSL,42,handshake
2022-01-13 10:52:22.047862,105,209.54.180.44,443,SSL,0,handshake
